id,standard,chapter_number,chapter_name,major_topic,subtopic,concept_tested,stem,option_a,option_b,option_c,option_d,correct_option,correct_answer_text,solution,formula_principle,common_misconception,difficulty,estimated_time,question_type,source_type,concept_family_id,family_size,syllabus_scope_status,generator_eligible_strict_cet,generator_eligible_extended_revision,review_status,syllabus_version,release_version
PHY-11-CH03-0015,11,3,Motion in a Plane,Displacement Velocity Acceleration,Uniform acceleration in a plane,Position of a particle starting from rest with constant vector acceleration,A particle starts from rest at the origin with a constant acceleration a = 2 i + 4 j m s^-2. Its distance from the origin at t = 2 s is,"4 sqrt 5 m, about 8.9 m",12 m,"8 sqrt 5 m, about 17.9 m","2 sqrt 5 m, about 4.5 m",A,"4 sqrt 5 m, about 8.9 m","With u = 0 the displacement is s = (1/2) a t^2 = (1/2)(2 i + 4 j)(4) = 4 i + 8 j metre. Its magnitude is sqrt(16 + 64) = sqrt 80 = 4 sqrt 5 m, about 8.9 m.",s = u t + (1/2) a t^2 applied to each component with u = 0,Students drop the factor one half or add perpendicular components arithmetically.,Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-0df5a8b0,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0016,11,3,Motion in a Plane,Displacement Velocity Acceleration,Acceleration in two dimensions,Acceleration obtained by differentiating a velocity vector,"A particle moves in the x y plane with velocity v = (3 t^2) i + (2 t) j m s^-1, t being in second. Its acceleration at t = 2 s is",12 i + 2 j m s^-2,6 i + 2 j m s^-2,12 i + 4 j m s^-2,24 i + 4 j m s^-2,A,12 i + 2 j m s^-2,Differentiating each component gives a = (6 t) i + 2 j m s^-2. Substituting t = 2 s gives a = 12 i + 2 j m s^-2.,a = dv/dt taken component by component,"Students substitute the time before differentiating, or forget to substitute after differentiating.",Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-619f7ffb,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0017,11,3,Motion in a Plane,Displacement Velocity Acceleration,Motion with a rotating velocity vector,Speed and acceleration for a particle whose position is sinusoidal in two dimensions,"The position of a particle is r = R cos(omega t) i + R sin(omega t) j, where R and omega are positive constants. Which statement is correct","The speed is constant and equal to omega R, and the acceleration has magnitude omega^2 R directed towards the origin","The speed is constant and equal to omega R, and the acceleration is zero because the speed does not change","The speed varies between zero and omega R, and the acceleration has magnitude omega^2 R",The speed is omega^2 R and the acceleration has magnitude omega R directed away from the origin,A,"The speed is constant and equal to omega R, and the acceleration has magnitude omega^2 R directed towards the origin","Differentiating gives v = -R omega sin(omega t) i + R omega cos(omega t) j, whose magnitude is R omega sqrt(sin^2 + cos^2) = omega R, a constant. Differentiating again gives a = -R omega^2 cos(omega t) i - R omega^2 sin(omega t) j = -omega^2 r, so the acceleration has magnitude omega^2 R and points from the particle towards the origin.","Differentiate twice: v = dr/dt, a = dv/dt","Students infer zero acceleration from a constant speed, or mix up which power of omega goes with speed and which with acceleration.",Challenging,More than 90 seconds,Mixed Concept,ORIGINAL,CF-27c52c10,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0018,11,3,Motion in a Plane,Displacement Velocity Acceleration,Average versus instantaneous velocity,Comparing average velocity with instantaneous velocity under constant acceleration,A particle starts at the origin with velocity 4 i m s^-1 and moves with a constant acceleration 2 j m s^-2. The magnitude of its average velocity over the first 4 s and its instantaneous speed at t = 4 s are respectively,4 sqrt 5 m s^-1 and 4 sqrt 2 m s^-1,4 sqrt 2 m s^-1 and 4 sqrt 5 m s^-1,4 sqrt 2 m s^-1 and 4 sqrt 2 m s^-1,4 m s^-1 and 8 m s^-1,B,4 sqrt 2 m s^-1 and 4 sqrt 5 m s^-1,"In 4 s the displacement is r = (4 i)(4) + (1/2)(2 j)(16) = 16 i + 16 j metre, so the average velocity is 4 i + 4 j m s^-1 of magnitude 4 sqrt 2, about 5.66 m s^-1. The instantaneous velocity at t = 4 s is 4 i + 8 j m s^-1, of magnitude sqrt(16 + 64) = 4 sqrt 5, about 8.94 m s^-1.",r = u t + (1/2) a t^2; v_average = r / t; v = u + a t,Students assume the average velocity over an interval equals the velocity at the end of the interval.,Challenging,More than 90 seconds,Multi-Step Numerical,ORIGINAL,CF-e6a31ff8,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0019,11,3,Motion in a Plane,Equations of Motion in a Plane,Vector form of kinematic equations,First kinematic equation written for vectors,"For motion in a plane with constant acceleration a, the velocity v after time t in terms of the initial velocity u is",v = u + a t,v = u + a t^2,v = u t + a,v = u - a t,A,v = u + a t,"For constant acceleration the velocity changes at a steady vector rate, so the change in velocity in time t is a t, giving v = u + a t. Each Cartesian component of this vector equation holds separately.","v = u + a t, valid as a vector equation for constant a",Students memorise the scalar relations without recognising that they apply component wise as a single vector equation.,Easy,Under 30 seconds,Formula Based,ORIGINAL,CF-19cd823f,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0020,11,3,Motion in a Plane,Equations of Motion in a Plane,Independence of components,The quantity shared by the two perpendicular component motions,"When motion in a plane is split into two perpendicular component motions, the quantity that is common to both of them is",the acceleration,the displacement,the initial velocity component,the time,D,the time,"Splitting a plane motion into perpendicular directions gives two separate one dimensional problems. Each has its own initial velocity, acceleration and displacement, but the same instant of time applies to both, so time is the link used to connect them.",Perpendicular components of motion are independent but share a single clock,Students look for a shared displacement or a shared acceleration instead of recognising that only the clock is shared.,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-6739335b,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0021,11,3,Motion in a Plane,Equations of Motion in a Plane,Vector form of kinematic equations,Displacement from the second kinematic equation in vector form,A particle has initial velocity u = 3 i m s^-1 and constant acceleration a = 2 j m s^-2. Its displacement in the first 2 s is,6 i + 8 j m,6 i + 4 j m,6 i + 2 j m,3 i + 4 j m,B,6 i + 4 j m,"The x component gives 3 x 2 = 6 m and the y component gives (1/2)(2)(2^2) = 4 m, so the displacement is 6 i + 4 j metre.",s = u t + (1/2) a t^2,Students drop the factor one half or use the wrong power of time in the second kinematic equation.,Easy,Under 30 seconds,Formula Based,ORIGINAL,CF-4d4a5ad3,4,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0022,11,3,Motion in a Plane,Equations of Motion in a Plane,Independence of components,Meaning of independence of perpendicular components,Which statement correctly expresses the independence of perpendicular components in plane motion,The two components must always be solved together because each has its own value of the time,The motion along x fixes the motion along y through the direction of the resultant acceleration,"Each perpendicular component obeys its own one dimensional equation of motion, with the same value of t appearing in both","Only the resultant equation of motion is valid, so the components have no separate equations of motion",C,"Each perpendicular component obeys its own one dimensional equation of motion, with the same value of t appearing in both","Because the vector equations of motion hold component wise, the x motion is governed only by the x components of u and a, and the y motion only by their y components. Neither influences the other. The single link is the time t, which is the same for both.",A vector equation of motion is equivalent to two independent scalar equations,"Students believe the two component motions interact, and try to transfer a velocity from one direction to the other.",Easy,Under 30 seconds,Statement Based,ORIGINAL,CF-06e45807,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0023,11,3,Motion in a Plane,Equations of Motion in a Plane,Vector form of kinematic equations,Velocity after a given time with acceleration along one axis only,A particle has initial velocity u = 4 i + 3 j m s^-1 and constant acceleration a = -2 i m s^-2. Its speed at t = 2 s is,3 m s^-1,5 m s^-1,7 m s^-1,1 m s^-1,A,3 m s^-1,The x component becomes 4 + (-2)(2) = 0 m s^-1 while the y component is unaffected and stays at 3 m s^-1. The velocity is therefore 3 j m s^-1 and the speed is 3 m s^-1.,v = u + a t applied component wise,Students apply the acceleration to the wrong component or assume the speed is unchanged.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-4d4a5ad3,4,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0024,11,3,Motion in a Plane,Equations of Motion in a Plane,Vector form of kinematic equations,Speed from rest under a constant vector acceleration,A body starts from rest and moves with constant acceleration a = 3 i + 4 j m s^-2. Its speed after 5 s is,35 m s^-1,5 m s^-1,25 m s^-1,12.5 m s^-1,C,25 m s^-1,"The magnitude of the acceleration is sqrt(3^2 + 4^2) = 5 m s^-2. Starting from rest, the speed after 5 s is 5 x 5 = 25 m s^-1.","v = u + a t with u = 0, so |v| = |a| t",Students add perpendicular components of acceleration arithmetically.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-ffd204cb,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0025,11,3,Motion in a Plane,Equations of Motion in a Plane,Vector form of kinematic equations,Magnitude of displacement with perpendicular initial velocity and acceleration,A particle is projected in a plane with initial velocity 10 i m s^-1 and moves with constant acceleration 5 j m s^-2. The magnitude of its displacement after 4 s is,80 m,40 m,"40 sqrt 2 m, about 56.6 m","20 sqrt 2 m, about 28.3 m",C,"40 sqrt 2 m, about 56.6 m","Along x, sx = 10 x 4 = 40 m. Along y, sy = (1/2)(5)(4^2) = 40 m. The magnitude is sqrt(40^2 + 40^2) = 40 sqrt 2 m, about 56.6 m.","s = u t + (1/2) a t^2, then |s| = sqrt(sx^2 + sy^2)",Students add perpendicular displacement components arithmetically instead of using the resultant.,Medium,30 to 60 seconds,Multi-Step Numerical,ORIGINAL,CF-8c404939,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0026,11,3,Motion in a Plane,Equations of Motion in a Plane,Independence of components,Why equal horizontal distances are covered in equal times,A projectile covers exactly the same horizontal distance during the first second of its flight as during the last second. The reason is that,gravity acts for equal lengths of time in the two intervals,the vertical component of velocity has the same value in the two intervals,the magnitude of the total acceleration stays constant throughout the flight,"the horizontal component of velocity is unchanged, since there is no horizontal acceleration",D,"the horizontal component of velocity is unchanged, since there is no horizontal acceleration","With air resistance neglected the only acceleration is vertical, so the horizontal velocity component keeps its launch value u cos theta throughout. Equal time intervals therefore give equal horizontal distances, whatever is happening vertically.","a_x = 0 implies v_x is constant, so x = v_x t","Students look for a vertical reason for a horizontal result, instead of using the independence of the two component motions.",Medium,30 to 60 seconds,Conceptual Trap,ORIGINAL,CF-5f04b108,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0027,11,3,Motion in a Plane,Equations of Motion in a Plane,Vector form of kinematic equations,Correct vector version of the third kinematic equation,"For motion in a plane with constant acceleration a, which relation between the initial velocity u, the final velocity v and the displacement s is correct",v = u + 2 a s,v . v = u . u + 2 |a| |s| for any directions of a and s,v . v = u . u + (a . s) t,v . v = u . u + 2 (a . s),D,v . v = u . u + 2 (a . s),"Eliminating t between v = u + a t and s = u t + (1/2) a t^2 gives the scalar relation v . v = u . u + 2 (a . s). The scalar product automatically includes the cosine of the angle between a and s, so it applies whatever their relative directions.","v . v = u . u + 2 (a . s), the scalar product form of the third equation","Students replace the scalar product a . s by the product of magnitudes, which is valid only when a and s are parallel.",Medium,30 to 60 seconds,Formula Based,ORIGINAL,CF-1b78696d,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0028,11,3,Motion in a Plane,Equations of Motion in a Plane,Vector form of kinematic equations,Velocity vector after a given time with acceleration in two directions,A particle has u = 2 i + 3 j m s^-1 and a = i - j m s^-2. Its velocity at t = 2 s is,4 i + j m s^-1,3 i + 2 j m s^-1,6 i + 2 j m s^-1,4 i + 5 j m s^-1,A,4 i + j m s^-1,"The x component is 2 + (1)(2) = 4 m s^-1 and the y component is 3 + (-1)(2) = 1 m s^-1, so v = 4 i + j m s^-1.",v = u + a t applied component wise,Students mishandle the sign of a negative acceleration component.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-4eec9d7a,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0029,11,3,Motion in a Plane,Equations of Motion in a Plane,Nature of the path,Shape of the path for constant acceleration not parallel to the initial velocity,A particle moves with a constant acceleration whose direction is not along its initial velocity. The path of the particle is,a straight line,a circle,an ellipse,a parabola,D,a parabola,"Choose axes so that the acceleration is along y. Then x = u_x t is linear in t and y = u_y t + (1/2) a_y t^2 is quadratic in t. Eliminating t makes y a quadratic function of x, which is the equation of a parabola.",x = u_x t and y = u_y t + (1/2) a_y t^2 give y as a quadratic in x,"Students assume any accelerated motion in a plane must be circular, or that the path always follows the acceleration.",Medium,30 to 60 seconds,Application Based,ORIGINAL,CF-9371d538,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH03-0030,11,3,Motion in a Plane,Equations of Motion in a Plane,Third equation in a plane,Speed after a given vertical drop with a horizontal initial velocity,A particle is projected with velocity 20 i m s^-1 and moves with acceleration -10 j m s^-2. Its speed when its displacement along the y direction is -20 m is,20 m s^-1,"20 sqrt 2 m s^-1, about 28.3 m s^-1",40 m s^-1,"20 sqrt 3 m s^-1, about 34.6 m s^-1",B,"20 sqrt 2 m s^-1, about 28.3 m s^-1","The horizontal velocity stays at 20 m s^-1. Vertically, v_y^2 = 0 + 2 x 10 x 20 = 400, so the magnitude of v_y is 20 m s^-1. The speed is sqrt(400 + 400) = 20 sqrt 2 m s^-1, about 28.3 m s^-1.",v_y^2 = u_y^2 + 2 a_y s_y with u_y = 0; speed = sqrt(v_x^2 + v_y^2),Students forget that the horizontal component still contributes to the speed after the fall.,Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-f9ac7830,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
